Index, CenterX, CenterY, CenterZ, NormalX, NormalY, NormalZ, RMS, Horiz_ext, Vert_ext, Surf_ext, Surface, Dip dir., Dip
1191,941.154,807.933,897.934,-0.894997,0.146292,-0.4214,0.0166382,0.202495,0.15733,0.0318585,0.0272118,99,65
1535,947.91,813.356,895.299,-0.577499,0.706629,-0.408865,0.0146672,0.373858,0.158804,0.0593703,0.0374557,140,65
1705,947.312,812.907,895.625,-0.954371,0.232837,-0.186983,0.0155397,0.37772,0.278719,0.105278,0.0687271,103,79
750,942.579,808.66,895.947,-0.409697,-0.886858,-0.213617,0.00944397,0.211294,0.0885339,0.0187067,0.0167935,24,77
739,941.209,807.497,897.368,0.476776,0.110373,0.872068,0.0162826,0.320027,0.26836,0.0858824,0.00931846,76,29
1635,948.085,812.895,893.581,-0.866434,0.456562,-0.202097,0.00870281,0.228885,0.104083,0.0238231,0.0218236,117,78
737,949.948,815.421,894.813,0.0874733,-0.991875,0.0923664,0.00691851,0.119129,0.0961753,0.0114572,0.00800412,174,84
907,947.181,812.602,895.532,0.566707,-0.262128,-0.78111,0.00477838,0.274545,0.147638,0.0405332,0.0206008,294,38
1379,942.939,808.888,896.876,0.767866,-0.638045,-0.0572735,0.0170773,0.25393,0.160422,0.040736,0.0328674,309,86
554,945.404,811.597,897.091,0.500293,-0.853244,0.14725,0.020698,0.202666,0.238926,0.0484223,0.0284653,149,81
2008,944.786,809.364,893.513,-0.691034,0.722811,0.00404904,0.0106674,0.37043,0.171022,0.0633516,0.0476502,316,89
1079,947.257,811.763,893.172,-0.969806,0.230855,-0.078631,0.00479816,0.124225,0.0901861,0.0112033,0.00989358,103,85
735,952.049,819.129,893.771,-0.907914,0.395358,-0.139229,0.00757137,0.0957154,0.0977497,0.00935616,0.00685534,113,81
229,953.313,823.981,897.97,0.200288,-0.0346877,-0.979123,0.0172639,0.287097,0.141441,0.0406074,0.0225854,279,11
374,936.223,806.341,897.963,0.831936,-0.459721,-0.310707,0.0105711,0.198833,0.101847,0.0202506,0.0130233,298,71
1967,947.32,813.169,895.969,0.0430629,-0.991726,-0.120934,0.011446,0.3952,0.460286,0.181905,0.0801719,357,83
732,950.873,820.009,895.716,-0.733343,-0.59431,0.330157,0.0278508,0.25011,0.399715,0.0999725,0.0550042,230,70
869,945.27,810.667,895.615,0.245493,-0.900937,-0.357834,0.0108254,0.165586,0.159335,0.0263838,0.0199653,344,69
727,952.649,822.819,895.091,-0.964498,-0.125239,0.232503,0.0134675,0.203909,0.22065,0.0449926,0.0166882,262,76
63,949.267,815.416,895.543,-0.400367,-0.910713,0.10153,0.0111749,0.133665,0.146698,0.0196083,0.0137378,203,84
547,952.707,822.893,895.069,0.295724,-0.95522,0.0101015,0.0150673,0.105421,0.183969,0.0193943,0.0114778,162,89
881,949.196,814.168,894.592,-0.951525,0.0210838,-0.306849,0.0105839,0.145478,0.143022,0.0208065,0.0163512,91,72
726,950.027,816.045,894.968,-0.103581,-0.891622,-0.440774,0.0167227,0.182928,0.152086,0.0278208,0.0179893,6,63
1343,947.373,813.714,897.748,0.608978,-0.689271,-0.392494,0.0170988,0.577062,0.476811,0.27515,0.0808238,318,66
1347,936.061,806.289,897.812,0.567632,-0.587328,-0.576922,0.0157598,0.197578,0.675891,0.133541,0.0629261,315,54
725,941.432,808.952,893.232,-0.604909,0.356199,-0.712184,0.0109867,0.268796,0.217455,0.0584509,0.0384058,120,44
1289,944.74,809.22,894.232,0.1922,-0.981355,-0.000851214,0.00828415,0.131383,0.250977,0.0329741,0.0217136,348,89
721,947.726,812.222,894.209,0.516841,0.672655,-0.529538,0.0147835,0.11174,0.106821,0.0119361,0.00689486,217,58
2001,949.792,815.226,894.132,-0.977513,0.0420751,0.206636,0.019447,0.248661,0.751075,0.186763,0.100355,272,78
405,940.474,809.206,893.712,0.319181,-0.540916,-0.77816,0.0104466,0.132665,0.104869,0.0139124,0.00904226,329,38
716,950.446,816.22,893.312,-0.0397468,0.0239274,-0.998923,0.00936464,0.29551,0.138482,0.0409228,0.00351911,121,2
456,950.05,815.832,894.815,-0.979697,0.1461,-0.13729,0.0133944,0.111664,0.150785,0.0168373,0.0119447,98,82
533,948.927,817.661,896.159,0.481471,-0.618189,-0.621312,0.0035271,0.125026,0.0770436,0.00963245,0.00715988,322,51
712,943.556,809.533,895.654,0.078537,-0.993857,0.077981,0.00949409,0.223084,0.179503,0.0400443,0.0116748,175,85
2062,947.624,813.085,895.02,0.45395,-0.872427,-0.181109,0.0155602,0.431174,0.614168,0.264813,0.148417,332,79
1365,944.909,809.401,893.756,0.549655,-0.800971,-0.237329,0.0181604,0.405723,0.315801,0.128128,0.0914395,325,76
1994,951.854,819.498,894.476,0.684081,-0.68485,-0.251024,0.0288143,0.767307,0.482683,0.370366,0.185787,315,75
133,952.792,823.093,895.124,-0.564147,-0.820367,-0.0934662,0.0253757,0.251868,0.196111,0.0493941,0.0144791,34,84
711,940.938,809.023,893.193,-0.128554,-0.991503,0.0198857,0.0158665,0.105678,0.129908,0.0137284,0.0110525,187,88
709,947.708,812.207,894.12,0.872488,-0.488636,0.00083332,0.00797983,0.0881538,0.0739746,0.00652114,0.005879,119,89
650,950.861,820.049,895.606,0.744423,-0.413577,-0.524203,0.0115203,0.160341,0.123517,0.0198049,0.0135714,299,58
708,944.336,810.253,896.719,0.0713062,-0.997454,0.000812737,0.0137872,0.449121,0.429993,0.193119,0.0140905,175,89
706,948.416,815.248,896.541,-0.882194,-0.458154,-0.108764,0.0113082,0.136391,0.109777,0.0149727,0.0124071,62,83
705,942.446,809.09,894.623,-0.868858,-0.479794,0.121999,0.0139106,0.126565,0.0790186,0.010001,0.00762305,241,82
909,939.715,806.711,895.485,-0.361513,0.821259,-0.441409,0.00751758,0.164281,0.167318,0.0274871,0.016899,156,63
2054,949.248,814.497,894.389,0.730572,-0.627634,-0.268963,0.00920759,0.156797,0.245314,0.0384646,0.0209301,310,74
703,939.096,808.589,893.039,-0.123092,-0.725382,-0.677251,0.0122747,0.153399,0.157025,0.0240874,0.0166817,9,47
702,938.573,807.851,893.868,-0.415958,-0.427898,-0.802423,0.0122638,0.202032,0.19846,0.0400953,0.0221833,44,36
701,950.079,815.954,894.829,-0.162166,0.960744,-0.225107,0.020792,0.135177,0.140757,0.0190271,0.0139644,170,76
700,941.299,807.713,897.118,0.543636,-0.607929,0.57869,0.0163927,0.254698,0.420317,0.107054,0.0141279,138,54
431,937.7,806.429,897.796,0.458838,-0.876331,-0.146666,0.00420685,0.134824,0.0944001,0.0127274,0.0118486,332,81
1560,941.07,807.406,897.286,0.195282,-0.867401,0.45769,0.0161527,0.500609,0.689569,0.345204,0.209764,167,62
396,942.931,808.913,896.987,-0.541231,0.521694,-0.659473,0.0181717,0.13129,0.117969,0.0154881,0.0116775,133,48
84,944.053,810.344,896.602,-0.398319,-0.82251,0.405979,0.00897941,0.0983258,0.104876,0.010312,0.00753506,205,66
699,946.971,813.245,896.209,0.0181766,-0.836719,0.547331,0.0166908,0.232828,0.17005,0.0395924,0.0254356,178,56
1929,952.346,821.628,895.558,0.852014,-0.391597,-0.347454,0.0205545,0.50205,0.437658,0.219726,0.131929,294,69
753,947.798,812.114,893.29,0.145985,0.734383,-0.66285,0.0147915,0.17272,0.112633,0.0194539,0.0131238,191,48
698,943.324,809.711,896.096,-0.332393,0.339671,-0.879851,0.014417,0.268821,0.172387,0.0463412,0.0198045,135,28
1959,943.968,810.004,895.806,0.587828,-0.54668,-0.596321,0.0188998,0.443506,0.197166,0.0874443,0.0573852,312,53
754,951.091,818.602,894.229,-0.910053,0.162168,-0.381452,0.00908145,0.170995,0.131526,0.0224904,0.0161185,100,67
136,948.82,816.175,897.962,-0.132085,0.818991,-0.558397,0.0140543,0.30037,0.150215,0.0451202,0.0111549,170,56
697,946.376,811.247,894.897,-0.335293,0.170396,-0.926576,0.0180555,0.147662,0.138806,0.0204964,0.0106084,116,22
222,952.347,822.52,897.245,-0.993869,0.0357843,0.104617,0.00598338,0.136646,0.102305,0.0139795,0.0100255,272,83
694,940.542,807.557,897.958,-0.0328615,-0.801288,-0.597375,0.0104839,0.112324,0.0965774,0.0108479,0.00875649,2,53
1585,951.91,820.245,895.377,0.00471397,-0.896818,0.442375,0.0222852,0.456658,0.770323,0.351774,0.160368,179,63
1209,950.957,818.083,893.967,-0.828679,-0.548606,-0.111007,0.0111295,0.277491,0.310445,0.0861459,0.0614568,56,83
1412,945.239,811.32,897.163,-0.806319,0.56008,-0.190159,0.0187858,0.36206,0.320602,0.116077,0.0740734,124,79
690,944.46,810.546,896.983,0.845925,-0.4844,0.223085,0.0145872,0.31749,0.302476,0.0960331,0.0449271,119,77
78,952.825,821.478,894.07,0.126332,-0.486958,-0.864241,0.00659402,0.111168,0.0742309,0.00825211,0.00510698,345,30
689,949.977,816.252,894.948,-0.874155,0.353359,-0.333152,0.0211148,0.110189,0.172196,0.018974,0.0151436,112,70
1587,952.646,820.219,894.092,-0.43399,0.67949,-0.591563,0.0177456,0.300315,0.474858,0.142607,0.0727168,147,53
467,942.951,809.108,897.424,-0.22414,-0.945496,0.236219,0.016272,0.141432,0.140621,0.0198884,0.0151482,193,76
688,946.395,813.062,897.938,0.152218,-0.962192,0.225869,0.0206343,0.191624,0.15795,0.030267,0.0247915,171,76
1498,949.651,814.849,894.809,-0.941287,0.2828,0.184396,0.0112856,0.269646,0.242126,0.0652884,0.0474913,286,79
1327,946.261,811.431,895.48,-0.712572,0.660554,-0.236452,0.0153846,0.188171,0.263702,0.0496211,0.0311781,132,76
264,943.64,809.858,897.938,-0.623949,0.711083,-0.324112,0.0147988,0.20784,0.128192,0.0266434,0.020038,138,71
687,940.504,807.104,895.486,0.202188,-0.978023,-0.0509051,0.0112019,0.12291,0.119294,0.0146624,0.00723399,348,87
1542,947.849,814.597,897.869,-0.765508,-0.0407415,-0.642135,0.0243113,0.408302,0.357722,0.146059,0.117999,86,50
1530,948.633,814.062,895.744,-0.458228,0.80432,-0.37828,0.0158735,0.399031,0.791675,0.315903,0.193237,150,67
1427,948.004,813.329,895.548,-0.236494,-0.969667,-0.061775,0.0152707,0.356171,0.272372,0.097011,0.074594,13,86
1693,952.196,821.373,895.631,0.652418,-0.499571,-0.569894,0.0118494,0.358625,0.430019,0.154216,0.113064,307,55
686,948.422,815.955,896.372,-0.599182,0.344746,-0.722587,0.0189141,0.194995,0.234608,0.0457474,0.0308291,119,43
1524,949.139,814.769,895.392,0.0159764,-0.98584,0.166926,0.0282043,0.460733,0.555838,0.256093,0.133087,179,80
1612,947.252,814.227,896.988,0.842212,-0.489038,-0.226984,0.0278049,0.329145,0.190209,0.0626062,0.0472874,300,76
685,946.183,812.376,896.777,-0.913447,0.0367154,0.405297,0.0160405,0.0906857,0.126687,0.0114887,0.00873621,272,66
683,938.733,806.573,897.949,-0.0106051,-0.833559,-0.552329,0.0149503,0.0933896,0.139455,0.0130236,0.0108933,0,56
1982,946.601,812.688,896.857,-0.635568,0.362972,-0.681399,0.0186934,0.905293,0.828419,0.749962,0.482566,119,47
682,950.334,816.633,894.617,0.127262,-0.990346,0.0549524,0.0123,0.105197,0.107029,0.0112592,0.00802246,172,86
1486,946.081,811.558,895.938,-0.740151,0.0239079,-0.672015,0.015054,0.470734,0.724748,0.341163,0.258237,91,47
1142,949.819,818.964,895.807,-0.933047,-0.354466,0.0614673,0.0293876,0.293583,0.457102,0.134198,0.0481137,249,86
678,940.449,806.842,896.68,-0.0152792,-0.974296,-0.224755,0.0155392,0.201116,0.136666,0.0274858,0.0123743,0,77
673,944.061,809.663,897.424,0.325076,-0.856188,-0.401582,0.00877639,0.0829263,0.131113,0.0108727,0.00850377,339,66
677,949.869,818.503,896.441,0.851591,-0.521551,-0.0526934,0.0167909,0.152277,0.845107,0.12869,0.0229023,301,86
1667,952.69,820.222,894.871,0.781302,-0.586887,-0.212441,0.0118717,0.360608,0.177449,0.0639896,0.0597047,306,77
1376,949.522,814.865,893.039,-0.650693,0.222188,-0.726107,0.0176988,0.369431,0.145038,0.0535815,0.0243901,108,43
674,952.892,821.583,893.984,-0.988885,0.0902797,-0.118135,0.00516439,0.175751,0.0884461,0.0155445,0.0112009,95,83
1578,951.91,819.072,893.112,-0.991732,0.124332,-0.0317517,0.023689,0.155792,0.169215,0.0263624,0.0225172,97,88
364,948.954,817.783,895.989,-0.242741,0.569013,-0.785685,0.0183728,0.184595,0.116709,0.0215438,0.0117239,156,38
748,942.748,808.694,895.937,0.609461,-0.558621,-0.562584,0.00694506,0.23282,0.0763071,0.0177658,0.0148841,312,55
672,943.021,808.797,893.482,-0.0474629,0.0725429,0.996235,0.0101608,0.179837,0.0918173,0.0165121,0.00307237,326,4
1168,950.643,820.397,895.732,-0.167313,-0.965392,-0.200063,0.00994783,0.216814,0.204257,0.0442857,0.0333381,9,78
903,940.361,807.272,897.504,0.636098,-0.0649131,-0.768873,0.00856541,0.124,0.194912,0.024169,0.0199606,275,39
428,945.913,812.301,897.015,0.276161,-0.913181,0.299726,0.0155239,0.172678,0.175322,0.0302743,0.0126816,163,72
320,940.431,807.359,897.302,-0.45343,0.563661,-0.690426,0.0194874,0.174621,0.146792,0.025633,0.00815995,141,46
666,952.467,823.938,893.982,0.87107,-0.411898,-0.267539,0.0155604,0.139581,0.129732,0.0181081,0.012192,295,74
638,948.364,816.356,896.466,-0.395394,0.833917,-0.385026,0.012397,0.210107,0.223922,0.0470477,0.0209969,154,67
1559,943.791,808.573,893.077,-0.416589,-0.865332,-0.278664,0.0168073,0.211747,0.161097,0.0341119,0.0288562,25,73
1158,949.812,819.234,895.799,0.954665,-0.175307,-0.240587,0.0144124,0.236482,0.236253,0.0558695,0.0232713,280,76
216,951.996,821.984,897.099,0.755701,-0.479716,-0.445857,0.00343348,0.101657,0.0695583,0.00707111,0.00544351,302,63
660,947.365,813.046,895.716,-0.199903,0.32595,-0.924011,0.0167341,0.196101,0.131534,0.0257938,0.00903993,148,22
381,951.97,819.627,894.416,0.388217,0.0374279,-0.920808,0.0117337,0.137887,0.134634,0.0185643,0.0101065,264,22
148,944.462,810.539,897.384,-0.750497,0.124187,-0.6491,0.0119374,0.206727,0.191799,0.03965,0.0302904,99,49
579,938.623,806.569,897.94,-0.326481,-0.945156,-0.00950788,0.0160232,0.16974,0.110051,0.0186802,0.0166403,19,89
658,951.826,818.979,893.17,-0.22573,-0.15926,-0.961084,0.012815,0.106616,0.126248,0.01346,0.00718309,54,16
657,952.777,822.98,895.117,-0.664022,0.705017,-0.24905,0.0182222,0.215485,0.323056,0.0696138,0.0311218,136,75
172,952.561,823.376,895.517,-0.795403,0.372344,-0.478219,0.0136121,0.146751,0.125229,0.0183776,0.0123193,115,61
656,946.073,812.136,896.267,0.0992184,-0.994193,-0.0416551,0.00865004,0.112336,0.165121,0.0185491,0.0103774,354,87
653,949.677,818.768,895.972,0.133508,-0.989412,0.0569085,0.0154092,0.117963,0.240561,0.0283773,0.00769123,172,86
414,948.948,817.667,895.97,0.0761307,-0.990868,0.111289,0.016065,0.266617,0.253585,0.0676099,0.0446596,175,83
468,943.44,808.513,894.873,-0.327399,-0.917725,0.224922,0.0133863,0.160194,0.132682,0.0212548,0.0131835,199,77
649,950.693,820.364,895.837,0.206601,-0.977641,-0.0391659,0.0122199,0.282544,0.385977,0.109056,0.0476409,348,87
648,946.76,811.275,894.085,-0.164497,0.781412,-0.601943,0.0189275,0.116101,0.161903,0.0187971,0.0147357,168,52
647,944.917,811.146,897.389,-0.361179,0.617246,-0.698969,0.0152671,0.23304,0.191751,0.0446856,0.0226494,149,45
644,948.059,815.273,897.855,0.192719,-0.23064,-0.953763,0.0130856,0.098612,0.115319,0.0113718,0.00834289,320,17
1467,949.592,817.359,897.24,0.838565,-0.374873,0.395322,0.0177838,0.582117,0.256356,0.149229,0.092285,114,66
1101,945.554,811.782,897.041,-0.941999,0.322193,-0.0939625,0.0243105,0.502882,0.382064,0.192133,0.104981,108,84
639,942.456,809.019,894.989,-0.957132,-0.0677012,-0.28163,0.0155808,0.103961,0.112656,0.0117119,0.0101938,85,73
637,952.077,820.635,895.891,-0.373509,0.883161,-0.283756,0.00990052,0.18286,0.180324,0.0329741,0.0154657,157,73
634,950.042,815.988,893.827,-0.937968,-0.191127,-0.289287,0.00864403,0.148366,0.172145,0.0255406,0.0101142,78,73
632,946.963,812.348,895.571,0.989461,-0.135903,-0.0499761,0.0146582,0.114496,0.267485,0.030626,0.0209995,277,87
884,948.919,815.434,895.906,-0.750593,-0.547139,-0.370471,0.0112886,0.268844,0.228148,0.0613363,0.043676,53,68
398,951.869,819.316,894.068,-0.439118,0.186999,-0.878753,0.0125317,0.136078,0.0853801,0.0116184,0.00858515,113,28
566,942.033,808.945,895.365,0.769702,-0.588337,-0.247827,0.00412047,0.123265,0.0740939,0.00913316,0.00768007,307,75
139,952.391,822.555,897.427,-0.584084,0.602492,-0.54392,0.0132192,0.163332,0.111558,0.018221,0.0131903,135,57
643,946.546,810.962,894.295,-0.418879,0.886845,0.195053,0.0224873,0.206374,0.257577,0.0531572,0.0385118,334,78
629,942.435,808.766,896.035,-0.752171,-0.657143,-0.0490149,0.00700162,0.167081,0.228362,0.038155,0.0295788,48,87
1102,942.434,808.462,896.618,-0.770608,0.557796,-0.308264,0.0215441,0.25956,0.317205,0.0823337,0.0417242,125,72
623,949.931,815.548,894.919,-0.461961,0.369819,-0.806118,0.0162719,0.152854,0.172676,0.0263943,0.0170429,128,36
592,942.56,809.002,897.965,-0.175002,-0.947242,0.268528,0.00625785,0.163979,0.0825516,0.0135368,0.0121901,190,74
620,939.959,806.92,897.366,0.0583371,-0.878328,-0.474485,0.00645199,0.0766969,0.132719,0.0101792,0.00903426,356,61
1362,939.355,806.777,895.373,0.532398,-0.498874,-0.68387,0.0135424,0.270992,0.342277,0.0927542,0.0619521,313,46
449,947.1,813.908,896.802,-0.340995,-0.928299,0.148265,0.00795413,0.213019,0.192742,0.0410578,0.0314897,200,81
1044,941.842,808.061,897.242,0.244506,-0.969647,0.000780856,0.0166134,0.183974,0.100037,0.0184042,0.0169175,165,89
618,947.695,812.727,894.487,-0.235821,-0.0203469,-0.971583,0.0168282,0.389134,0.140772,0.0547793,0.0116175,85,13
1472,941.419,808.847,893.11,0.348058,-0.934714,-0.0718713,0.0134463,0.332268,0.220911,0.0734015,0.0371755,339,85
38,946.045,811.801,896.544,0.0794547,-0.996764,-0.0121913,0.00736093,0.0853885,0.151073,0.0128999,0.00458546,355,89
591,942.896,809.025,897.583,0.920946,-0.379017,-0.0905777,0.0155915,0.127863,0.426501,0.0545336,0.0111837,292,84
219,950.544,819.164,897.411,-0.987917,0.0159345,0.15416,0.0170882,0.329247,0.336303,0.110727,0.00936291,270,81
1462,949.813,815.339,894.224,-0.863896,-0.288737,0.412692,0.0130334,0.160682,0.196601,0.0315902,0.0233887,251,65
597,948.226,813.976,895.037,-0.960306,-0.0769666,-0.268121,0.00889478,0.0838569,0.103707,0.00869658,0.00704758,85,74
1768,950.614,816.653,894.013,0.205444,-0.972052,0.113615,0.0119589,0.19662,0.550372,0.108214,0.0746669,168,83
1092,952.485,822.651,897.429,-0.974251,0.141767,0.17532,0.03022,0.275549,0.316812,0.0872972,0.0522906,278,79
670,942.806,808.655,893.354,-0.912259,0.215408,0.3484,0.00546234,0.109435,0.0774847,0.00847955,0.00641971,283,69
616,946.66,813.475,896.989,-0.884699,0.35082,-0.306975,0.0117936,0.158854,0.144617,0.0229729,0.0178617,111,72
614,952.04,822.057,897.043,-0.399535,0.910068,-0.110217,0.0152896,0.163828,0.200625,0.032868,0.0157997,156,83
774,951.782,820.355,895.543,-0.264096,-0.844284,0.466303,0.0126384,0.38155,0.451188,0.172151,0.124387,197,62
1631,951.365,819.092,894.478,-0.616181,0.662595,-0.42578,0.0136365,0.608594,0.53326,0.324539,0.110377,137,64
611,952.377,822.57,897.53,0.320969,-0.943618,0.0810138,0.011657,0.130051,0.135574,0.0176314,0.0160005,161,85
609,949.375,818.416,895.993,0.849091,-0.524902,0.0593503,0.012582,0.146886,0.106696,0.0156721,0.0107406,121,86
606,939.304,808.504,893.026,-0.108936,-0.369168,-0.922956,0.0147451,0.248421,0.151117,0.0375406,0.0182528,16,22
176,946.172,812.299,896.875,0.0185255,-0.917725,-0.396784,0.0189405,0.104213,0.102087,0.0106388,0.00954175,358,66
15,952.844,821.435,894.007,-0.773003,0.229762,-0.591334,0.0198091,0.154761,0.123145,0.019058,0.00947379,106,53
663,952.619,820.587,893.197,-0.0924046,0.995552,0.0183865,0.0110529,0.10635,0.143274,0.0152371,0.00750234,354,88
976,946.364,813.015,897.623,-0.492608,-0.848815,0.191963,0.0195463,0.374242,0.473954,0.177373,0.101799,210,78
21,952.012,819.186,893.74,0.0744218,-0.994378,0.0753223,0.0111452,0.208663,0.172431,0.0359799,0.00172507,175,85
604,943.451,809.696,897.934,0.325548,-0.696561,0.639392,0.0137099,0.135896,0.17404,0.0236513,0.0182805,154,50
710,949.922,815.774,894.925,-0.421873,0.155777,-0.893172,0.0175294,0.27572,0.178524,0.0492225,0.0269492,110,26
624,949.882,817.798,897.205,0.687535,-0.489916,0.535983,0.0104114,0.465807,0.139172,0.0648272,0.0500483,125,57
977,952.326,819.77,894.117,0.837445,-0.450506,-0.309402,0.00948664,0.137688,0.110719,0.0152447,0.0129149,298,71
924,937.122,805.771,896.106,0.151701,-0.86695,0.474747,0.00837861,0.15692,0.209564,0.032885,0.0296572,170,61
227,950.45,819.368,897.392,-0.8338,0.0938968,-0.544023,0.0057735,0.0924363,0.160677,0.0148523,0.0100486,96,57
836,950.662,816.827,893.524,-0.786683,0.278123,-0.551159,0.0113224,0.0844986,0.139323,0.0117726,0.00969966,109,56
692,949.561,815.019,894.135,-0.383151,-0.923288,-0.0271144,0.0160318,0.133785,0.0877384,0.011738,0.0109719,22,88
252,940.636,808.867,894.092,-0.227962,-0.857366,-0.461473,0.016051,0.392085,0.324237,0.127129,0.024269,14,62
2088,949.401,814.589,894.832,0.513237,-0.8079,0.289629,0.0250762,0.475503,0.667419,0.31736,0.140632,147,73
1908,944.152,808.872,894.573,0.459902,-0.880254,-0.116808,0.0107256,0.331885,0.30058,0.0997581,0.0437894,332,83
263,948.025,815.286,897.806,0.147412,-0.834964,-0.530193,0.017223,0.126053,0.0956233,0.0120536,0.00784163,349,57
601,943.374,809.642,897.945,-0.938697,0.32203,0.123068,0.0152152,0.141974,0.141085,0.0200305,0.00890545,288,82
896,948.257,814.05,896.008,-0.932526,-0.203714,-0.298154,0.00636386,0.117643,0.246055,0.0289468,0.0206726,77,72
671,946.135,812.427,897.191,0.975017,-0.175302,-0.136424,0.00998206,0.130332,0.207695,0.0270692,0.0173059,280,82
206,952.908,821.271,894.177,-0.907477,-0.39962,-0.129576,0.0138489,0.196088,0.145081,0.0284486,0.0176879,66,82
599,949.258,814.71,895.324,-0.269523,0.887481,-0.373812,0.0138849,0.215543,0.205046,0.044196,0.021987,163,68
740,946.275,812.302,895.991,-0.265197,0.676207,-0.687324,0.0179998,0.250187,0.180718,0.0452133,0.0278416,158,46
1918,952.721,822.12,893.999,-0.841451,-0.299406,-0.449796,0.0324452,1.80183,1.87846,3.38467,1.73786,70,63
1870,950.799,817.445,893.892,-0.646102,0.376861,-0.663722,0.0294338,1.16471,0.589571,0.686681,0.351069,120,48
608,941.42,807.726,897.094,-0.775915,-0.0113696,-0.630736,0.00974902,0.152284,0.189838,0.0289094,0.0229238,89,50
593,938.008,807.514,894.505,0.691146,-0.0680464,-0.719505,0.0117567,0.148644,0.0905918,0.013466,0.0110974,275,43
154,949.457,817.104,897.703,-0.507492,0.21135,-0.835334,0.0104092,0.324173,0.142638,0.0462395,0.0236307,112,33
586,952.746,821.394,893.317,-0.820204,0.456862,0.344301,0.00512791,0.085772,0.0988198,0.00847597,0.00696922,299,69
584,939.081,806.68,895.764,0.444001,-0.730522,-0.518846,0.00554517,0.118226,0.0864071,0.0102156,0.00827381,328,58
1402,947.506,812.084,893.554,-0.0676687,0.795784,-0.601788,0.0100579,0.253942,0.159656,0.0405434,0.0362618,175,53
733,943.6,810.21,896.268,0.195174,-0.595653,0.77917,0.0149075,0.138726,0.127535,0.0176925,0.013162,161,38
1103,950.093,818.554,897.484,-0.936657,0.217249,-0.274729,0.0175955,0.502243,0.383791,0.192756,0.0730281,103,74
245,946.708,813.477,896.943,-0.87895,-0.273058,-0.391006,0.0115115,0.152559,0.135023,0.0205989,0.0129466,72,66
859,951.673,819.028,893.28,-0.479982,0.15479,-0.863515,0.0138424,0.214741,0.214912,0.0461503,0.0301742,107,30
1449,942.599,808.988,894.315,-0.434471,0.451649,-0.779261,0.0154069,0.47706,0.555215,0.264871,0.113495,136,38
580,952.43,821.108,895.135,-0.582,0.720499,-0.377039,0.0122128,0.126231,0.106667,0.0134647,0.00925689,141,67
166,950.939,820.214,895.52,0.593763,-0.408578,0.693188,0.0308708,0.224814,0.18125,0.0407476,0.0218488,124,46
825,939.466,806.71,895.542,0.530665,-0.670784,-0.518115,0.00906689,0.139926,0.136088,0.0190422,0.0139892,321,58
17,940.573,809.016,893.971,0.0429911,-0.0595062,-0.997302,0.0101708,0.0818766,0.204788,0.0167673,0.0105862,324,4
1220,946.108,810.988,893.158,-0.293951,-0.868672,0.398749,0.0104845,0.13743,0.170578,0.0234426,0.0184141,198,66
577,952.122,819.82,894.576,0.0959699,0.040177,-0.994573,0.0105665,0.093531,0.155705,0.0145633,0.00726674,247,5
576,948.915,816.326,897.307,-0.739192,0.491302,-0.460671,0.0102614,0.121487,0.133466,0.0162144,0.0121154,123,62
277,946.155,812.24,896.396,-0.851395,0.345934,-0.39428,0.0110204,0.0841557,0.112229,0.00944473,0.00770092,112,66
1894,952.959,820.263,893.916,-0.868829,0.287203,0.403299,0.0110623,0.247436,0.296376,0.0733341,0.0351507,288,66
1341,945.153,809.837,894.491,0.66026,-0.732014,-0.167966,0.00964201,0.135294,0.176347,0.0238587,0.0216007,317,80
762,950.643,816.69,893.189,-0.221953,0.425756,-0.877194,0.0157421,0.209842,0.112665,0.023642,0.0120218,152,28
575,943.471,808.602,893.511,-0.00407792,-0.841677,-0.539966,0.00674089,0.16717,0.0910982,0.0152289,0.0137688,0,57
573,945.279,811.051,896.778,-0.567285,0.478249,-0.670422,0.0111858,0.171395,0.123316,0.0211358,0.0151422,130,47
1833,947.45,812.935,895.2,-0.854984,0.514149,-0.0682057,0.011665,0.204273,0.388051,0.0792683,0.0695154,121,86
1623,942.327,808.714,893.333,-0.427744,0.631436,-0.64678,0.0109354,0.372797,0.45189,0.168463,0.0999892,145,49
571,952.618,823.171,894.818,-0.86783,-0.41144,0.278547,0.012224,0.250684,0.203039,0.0508984,0.0380805,244,73
572,947.168,813.186,896.099,-0.343689,-0.937226,0.059027,0.00922881,0.119128,0.299044,0.0356245,0.0241252,200,86
129,950.463,818.916,897.434,-0.104459,-0.237352,0.965791,0.0135294,0.116598,0.147916,0.0172467,0.00989431,203,15
675,949.811,815.426,895.04,0.188212,0.964213,-0.186736,0.0155627,0.227202,0.222599,0.0505749,0.0225106,191,79
568,948.813,814.197,894.715,0.0179903,0.972089,-0.233922,0.030524,0.368894,0.172688,0.0637035,0.0334365,181,76
1204,952.792,822.535,895.585,-0.847745,-0.327498,-0.417222,0.014382,0.390718,0.45193,0.176577,0.115967,68,65
911,952.527,820.131,893.063,0.592191,-0.601041,-0.536712,0.00305197,0.142489,0.19394,0.0276344,0.0148819,315,57
567,950.012,818.038,897.447,-0.821648,-0.489326,-0.292327,0.0258884,0.587177,0.388606,0.228181,0.0534608,59,73
565,950.029,817.942,897.599,-0.867621,-0.207464,-0.451878,0.0140057,0.187272,0.159033,0.0297824,0.023236,76,63
