Index, CenterX, CenterY, CenterZ, NormalX, NormalY, NormalZ, RMS, Horiz_ext, Vert_ext, Surf_ext, Surface, Dip dir., Dip
693,937.84,806.301,897.302,0.704892,-0.692899,0.151714,0.0109584,0.1105,0.198896,0.0219781,0.0134536,134,81
1392,952.993,820.699,893.903,-0.973043,0.0549125,-0.223989,0.0135251,0.149376,0.262397,0.0391958,0.0369292,93,77
1388,949.999,816.023,893.91,-0.982846,0.16053,-0.0907992,0.00933545,0.187763,0.203348,0.0381812,0.0243516,99,84
1485,942.765,808.736,893.705,-0.133896,-0.96985,-0.203626,0.0164533,0.191192,0.14414,0.0275584,0.0247429,7,78
1085,948.19,814.388,896.391,0.0672812,-0.758991,0.647615,0.00936504,0.165215,0.355931,0.058805,0.0485069,174,49
1455,937.73,806.091,896.744,0.20879,-0.830218,0.516861,0.0192573,0.424096,0.412174,0.174801,0.128448,165,58
272,940.919,807.173,896.59,-0.301926,0.876466,-0.37503,0.0159094,0.214895,0.239338,0.0514325,0.0113049,160,67
1384,950.548,816.134,893.17,0.489898,-0.850541,0.191261,0.00600154,0.190911,0.140293,0.0267835,0.0196531,150,78
1382,937.434,807.963,893.469,0.411798,-0.87587,0.251543,0.0100302,0.236565,0.218445,0.0516764,0.0459734,154,75
1150,941.996,809.094,894.247,-0.434624,0.595545,-0.675595,0.0136551,0.115753,0.179891,0.0208229,0.0127164,143,47
595,952.735,820.249,893.714,-0.297765,-0.87761,-0.375682,0.0113547,0.096927,0.122443,0.011868,0.00974103,18,67
1381,952.727,821.404,893.498,-0.884878,-0.448577,-0.125581,0.0128023,0.234,0.268785,0.0628955,0.057297,63,82
1378,951.458,818.669,893.059,0.716669,-0.581417,-0.385148,0.0100221,0.459003,0.143107,0.0656865,0.054376,309,67
1377,949.375,814.315,893.07,-0.910104,0.3794,-0.166634,0.0126731,0.198046,0.178583,0.0353678,0.022985,112,80
1009,951.813,819.064,893.536,0.391614,-0.559189,-0.730716,0.00962336,0.234183,0.170656,0.0399646,0.022814,324,43
1369,946.317,811.035,894.852,0.299616,-0.94239,0.14877,0.0158122,0.201116,0.189051,0.0380214,0.028233,162,81
1825,948.899,814.475,895.319,-0.845618,0.00587466,0.533757,0.0162578,0.256634,0.195583,0.0501933,0.0255161,270,57
899,947.959,813.97,896.266,-0.420374,0.827999,-0.371084,0.0112006,0.154913,0.19748,0.0305922,0.0199986,153,68
1366,941.705,809.045,893.831,-0.224603,0.672878,-0.704833,0.0134085,0.211233,0.242364,0.0511954,0.0393332,161,45
1367,942.168,808.734,894.94,-0.00547525,-0.918229,-0.396012,0.0176086,0.265356,0.261348,0.0693502,0.0397069,0,66
1360,946.254,810.942,893.182,-0.0667478,-0.870299,0.48798,0.0124488,0.418152,0.488095,0.204098,0.106035,184,60
1923,944.909,809.524,894.282,-0.662526,0.474014,-0.579974,0.0111584,0.204809,0.281075,0.0575667,0.0295542,125,54
545,949.996,818.144,897.128,-0.917119,-0.256617,0.305026,0.0100226,0.115528,0.115741,0.0133713,0.01078,254,72
1356,941.243,808.887,894.546,-0.220182,-0.813592,0.538133,0.0101253,0.205581,0.247707,0.0509239,0.0413188,195,57
1355,952.024,819.277,893.064,-0.514387,0.810382,-0.280512,0.0133948,0.396828,0.142565,0.056574,0.0490886,147,73
1354,952.298,822.703,894.614,-0.883691,0.396615,0.24857,0.0098275,0.196156,0.29637,0.0581348,0.0466607,294,75
1525,948.366,813.861,895.337,-0.88451,-0.256216,0.389866,0.016769,0.306347,0.553374,0.169525,0.0951387,253,67
779,950.304,819.115,897.42,-0.914917,0.162392,-0.369533,0.0134711,0.222659,0.232136,0.0516873,0.032773,100,68
1352,942.181,808.838,895.167,-0.514371,0.416743,-0.749498,0.010584,0.514415,0.447262,0.230078,0.152157,129,41
1573,947.831,812.86,894.411,-0.462378,0.453388,-0.762001,0.0117843,0.347106,0.285591,0.0991304,0.0411677,134,40
527,948.376,813.888,895.277,-0.371341,0.0579158,0.926688,0.014158,0.161369,0.141682,0.0228631,0.0100709,278,22
1348,949.251,814.819,893.773,-0.882394,0.434676,-0.180106,0.0137233,0.179202,0.133406,0.0239066,0.0191352,116,79
1346,948.583,814.006,894.62,0.388025,-0.851544,0.352575,0.00978615,0.210663,0.170973,0.0360177,0.0307626,155,69
2069,948.209,813.043,893.953,0.660626,-0.545233,-0.516038,0.00925529,0.446416,0.307448,0.13725,0.0840968,309,58
1340,944.991,809.775,894.634,0.0648873,-0.991882,-0.109363,0.0149673,0.160296,0.120527,0.01932,0.0172048,356,83
1583,952.375,819.744,893.965,-0.700926,0.447108,-0.555695,0.00936304,0.253193,0.217558,0.0550841,0.0373996,122,56
1444,948.853,817.584,896.023,-0.987465,-0.084221,-0.133487,0.0241327,0.382831,0.320927,0.122861,0.059311,85,82
1523,946.098,813,897.592,0.578059,-0.736454,0.351402,0.0193154,0.319419,0.286403,0.0914823,0.0590374,141,69
1773,948.14,812.993,894.174,0.0988793,-0.976316,0.192431,0.0150577,0.295793,0.311676,0.0921917,0.052169,174,78
1714,947.383,812.702,895.111,-0.992072,-0.104868,0.0692501,0.0314805,0.571812,0.67643,0.38679,0.200947,263,86
1337,942.057,809.061,894.148,-0.262005,-0.854974,0.44763,0.018848,0.189263,0.326755,0.0618427,0.0460519,197,63
1358,948.402,812.835,893.108,-0.922772,0.180252,-0.340591,0.0134534,0.504235,0.26074,0.131474,0.0971748,101,70
1335,953.109,820.954,893.813,-0.962285,0.271233,-0.0209724,0.011562,0.127451,0.280457,0.0357445,0.0321063,105,88
358,944.887,811.084,897.314,-0.0361205,-0.967559,0.250049,0.00644565,0.177392,0.107737,0.0191118,0.0147742,182,75
1334,937.372,806.452,895.068,0.455601,-0.36733,-0.810861,0.0188357,0.388263,0.316729,0.122974,0.0623776,308,35
1330,941.895,808.671,893.238,-0.110922,-0.951614,0.286577,0.0106242,0.180477,0.173229,0.0312638,0.0295284,186,73
1329,943.966,808.622,894.781,-0.565887,0.814097,-0.130452,0.0151204,0.38164,0.326281,0.124522,0.0470864,145,82
1326,939.48,807.782,893.767,0.401581,-0.701487,-0.588769,0.0157313,0.218079,0.255594,0.0557395,0.0333557,330,53
1196,948.466,813.895,895.635,-0.648722,0.761005,-0.00549778,0.00631226,0.0892218,0.113039,0.0100855,0.00873008,139,89
1353,945.975,811.957,896.737,-0.597446,0.315779,-0.737118,0.0142027,0.73997,0.592117,0.438148,0.173093,117,42
1325,946.805,813.084,896.747,-0.872855,-0.270906,-0.405874,0.017274,0.336642,0.519321,0.174825,0.122747,72,66
1370,941.24,808.775,893.85,0.369679,-0.877199,-0.306364,0.0128653,0.226959,0.179102,0.0406489,0.0274223,337,72
325,948.508,813.781,895.551,-0.909499,0.0970275,-0.404225,0.0116789,0.249524,0.154214,0.03848,0.00725745,96,66
1321,938.596,806.35,895.922,-0.839736,0.537951,0.0738415,0.0123794,0.25089,0.279084,0.0700193,0.0615724,302,85
860,951.076,819.448,894.962,-0.822204,0.15422,-0.547902,0.0186691,0.283015,0.18626,0.0527144,0.0390679,100,56
1318,943.964,808.716,894.384,-0.628088,0.703031,-0.333545,0.00791098,0.219598,0.138281,0.0303663,0.0249277,138,70
1316,943.432,810.048,896.222,0.605675,-0.775743,0.177145,0.0158178,0.235741,0.169624,0.0399874,0.0302318,142,79
343,948.741,816.008,897.63,-0.918964,0.214151,-0.331127,0.0130463,0.178214,0.1213,0.0216173,0.0124362,103,70
1314,945.813,810.272,894.561,0.416328,-0.893243,0.169667,0.00913367,0.169268,0.300253,0.050823,0.0373036,155,80
1313,941.567,808.995,894.102,-0.58229,-0.666967,-0.464858,0.0125801,0.295767,0.167074,0.049415,0.0362746,41,62
1955,938.165,807.201,894.74,0.316245,-0.573172,-0.755952,0.031725,1.49986,2.55755,3.83597,2.0823,331,40
22,951.546,819.631,895.082,0.0498158,0.563303,-0.824747,0.0170175,0.283599,0.251827,0.0714178,0.0204038,185,34
1310,947.17,811.552,893.093,-0.769914,0.425068,-0.475972,0.0125761,0.280952,0.242143,0.0680306,0.0471961,118,61
1309,942.13,808.786,893.461,-0.106341,-0.541635,0.83386,0.0173151,0.321183,0.434553,0.139571,0.0721124,191,33
1307,948.134,813.402,895.335,0.178901,-0.59515,-0.783448,0.0119823,0.153545,0.253201,0.0388779,0.0258328,343,38
1304,945.59,810.031,894.491,0.241119,-0.958314,0.15328,0.0134522,0.210897,0.203886,0.042999,0.0368466,165,81
1906,940.333,807.268,897.465,0.735818,-0.328272,-0.592291,0.0145051,0.616585,0.408953,0.252154,0.0917188,294,53
856,941.526,809.041,893.911,0.0876546,-0.976633,0.196228,0.0132832,0.168019,0.272003,0.0457017,0.0255831,174,78
1301,946.003,812.055,896.264,-0.994539,0.0592212,-0.0859369,0.0147021,0.252726,0.168288,0.0425307,0.0310219,93,85
1300,948.909,813.927,893.595,0.637226,-0.739598,-0.21665,0.00893864,0.29073,0.121051,0.035193,0.0301541,319,77
1299,953.073,823.433,897.369,0.341142,-0.937093,-0.0740205,0.0170049,0.272064,0.531057,0.144482,0.0979396,339,85
1925,945.337,809.773,893.95,0.380084,-0.924934,-0.00579535,0.0094024,0.154524,0.15906,0.0245786,0.0232596,337,89
1298,948.879,813.926,894.028,0.367677,-0.859173,-0.35586,0.0106615,0.153864,0.20972,0.0322683,0.0223126,336,69
1302,942.543,808.964,895.109,-0.0499789,-0.867777,-0.494433,0.0184299,0.198178,0.447453,0.0886756,0.0470174,3,60
1297,943.165,808.762,895.306,-0.421764,-0.767964,-0.482024,0.00802088,0.21301,0.20743,0.0441847,0.0296406,28,61
1294,947.988,812.76,893.965,-0.92993,0.288487,0.228047,0.0119744,0.193794,0.190115,0.0368431,0.0212077,287,76
1287,949.391,814.559,894.64,-0.531777,0.787716,-0.310993,0.0108137,0.161565,0.185982,0.0300482,0.0201094,145,71
1564,950.416,816.532,893.872,-0.167914,0.150627,-0.974226,0.0143633,0.364724,0.132279,0.0482452,0.0237332,131,13
1642,946.293,810.715,893.859,-0.849775,0.355972,-0.388801,0.020422,0.615712,0.384038,0.236457,0.0922227,112,67
1282,949.759,815.125,893.078,-0.711421,0.700503,0.056353,0.00675518,0.15969,0.160963,0.0257043,0.0228199,314,86
1281,949.138,814.228,893.431,-0.786087,0.613229,0.0775736,0.00982984,0.151142,0.180656,0.0273047,0.0218559,307,85
1279,949.42,814.429,893.088,-0.798434,0.594346,0.0962082,0.00813413,0.12857,0.173721,0.0223353,0.0193823,306,84
1277,946.917,811.257,894.044,-0.569013,0.779574,-0.261705,0.0107598,0.184209,0.132893,0.0244801,0.0212186,143,74
1276,942.489,809.027,894.694,0.158504,-0.987049,0.0247112,0.0145663,0.335066,0.19409,0.065033,0.0493149,170,88
1459,952.867,822.639,893.101,-0.637006,0.42059,-0.646009,0.0165184,0.273842,0.31616,0.0865776,0.051233,123,49
1274,943.224,808.761,893.066,-0.066255,-0.978674,-0.194442,0.0142977,0.195036,0.146286,0.0285311,0.026112,3,78
1273,949.371,814.556,894.445,0.413206,-0.78431,-0.46273,0.0124972,0.177468,0.246065,0.0436685,0.0214318,332,62
1272,952.53,819.886,893.641,-0.338883,0.940783,-0.00922282,0.0118096,0.146615,0.688078,0.100883,0.0247291,160,89
1269,943.985,808.553,893.061,0.397592,-0.913093,-0.0904506,0.0127806,0.200786,0.124531,0.0250041,0.0226984,336,84
291,952.649,822.838,897.721,0.857503,-0.510921,0.0604064,0.0188949,0.223099,0.115141,0.0256878,0.020032,120,86
1268,952.188,819.948,894.368,-0.897538,0.101925,-0.428996,0.0150014,0.227509,0.228715,0.0520347,0.0399955,96,64
1660,936.954,806.224,897.734,-0.553282,-0.820914,-0.141348,0.0255653,0.665914,0.755634,0.503187,0.244349,33,81
1267,941.944,808.846,894.595,-0.185193,-0.864555,-0.46717,0.016575,0.21818,0.158932,0.0346756,0.0247963,12,62
1266,946.856,811.326,893.279,-0.977814,0.209472,-0.000930081,0.0140408,0.145411,0.162964,0.0236968,0.0167696,102,89
1265,944.513,809.119,894.543,0.899898,-0.245193,-0.360644,0.0156783,0.198416,0.135259,0.0268374,0.0205003,285,68
941,949.921,818.476,897.612,0.315439,-0.523194,-0.791686,0.0187306,0.261325,0.155731,0.0406965,0.0231215,328,37
1264,945.674,812.077,897.121,-0.65409,0.739254,-0.160221,0.0178535,0.313552,0.112842,0.0353817,0.0300451,138,80
1372,943.542,810.057,896.331,0.792586,-0.56766,-0.22264,0.0157827,0.219533,0.32961,0.0723602,0.02791,305,77
1357,943.137,808.749,895.441,-0.288889,-0.857346,0.42603,0.0181143,0.218028,0.192255,0.0419169,0.0301016,198,64
1262,940.103,806.652,896.458,0.147011,-0.95268,-0.266062,0.0169139,0.233988,0.190712,0.0446243,0.0324679,351,74
1594,938.067,806.394,897.894,0.374204,-0.90072,-0.220623,0.0144535,0.418062,0.256747,0.107336,0.0757641,337,77
2066,938.675,807.958,893.687,-0.196118,-0.709772,-0.67658,0.0374093,1.60847,1.31317,2.1122,0.865622,15,47
1332,941.755,808.867,894.378,-0.168906,-0.779749,-0.602879,0.0112457,0.193596,0.195911,0.0379276,0.0267717,12,52
749,948.894,814.047,893.823,-0.734665,0.230317,-0.63814,0.00897159,0.180368,0.120362,0.0217094,0.0123357,107,50
1257,945.221,809.906,894.547,-0.920339,0.375103,-0.110786,0.0104523,0.138567,0.260768,0.0361337,0.0238647,112,83
1317,947.513,814.61,896.998,0.661424,-0.735257,-0.148037,0.0237512,0.365182,0.203732,0.0743991,0.0453759,318,81
1371,936.839,805.904,896.799,0.163577,-0.869061,0.466879,0.0179042,0.535694,0.56287,0.301526,0.159432,169,62
1255,950.524,816.329,893.532,-0.72615,0.686648,-0.0349354,0.00817036,0.130931,0.170696,0.0223493,0.0211386,133,87
1588,951.551,818.726,893.289,-0.863754,0.500242,0.0607148,0.00744895,0.198279,0.42223,0.0837193,0.0550015,300,86
607,942.82,809.022,897.963,-0.212896,0.434781,-0.875009,0.0142932,0.332361,0.17264,0.0573789,0.0219611,153,28
204,936.769,805.943,897.111,0.299102,-0.878018,-0.373662,0.00607812,0.0896264,0.0705336,0.00632167,0.00563824,341,68
1252,943.241,809.641,895.996,-0.00251259,-0.952017,0.306034,0.0265392,0.419968,0.306316,0.128643,0.0653022,180,72
1251,943.235,809.182,896.846,0.181986,-0.982204,0.0464321,0.0258867,0.327103,0.545814,0.178537,0.0622053,169,87
1464,937.32,807.018,894.607,-0.0918535,-0.541562,-0.835628,0.0199562,0.318637,1.01668,0.323953,0.224092,9,33
1250,950.587,816.155,893.054,0.55788,-0.794864,-0.238663,0.00714106,0.27583,0.11855,0.0326996,0.0294083,324,76
1708,939.091,806.617,896.793,0.553864,-0.749754,-0.362082,0.0151157,0.781839,0.471052,0.368287,0.188861,323,68
1552,950.574,816.975,894.117,-0.777162,-0.614134,0.137325,0.0195409,0.616047,0.825205,0.508366,0.243225,231,82
1248,942.676,808.799,896.742,0.380147,-0.800977,0.46252,0.0376411,0.459882,0.76339,0.351069,0.0982333,154,62
833,952.693,820.62,894.389,-0.571137,0.154939,-0.8061,0.0119405,0.197093,0.181709,0.0358135,0.0277577,105,36
1246,947.58,813.214,895.792,0.429842,-0.902518,-0.0264054,0.0159728,0.253268,0.180604,0.0457413,0.0307349,334,88
1517,946.731,811.188,893.892,-0.81166,0.186762,-0.553468,0.0170712,0.282741,0.260775,0.0737318,0.0374816,102,56
810,936.636,805.986,897.058,-0.254836,-0.855035,-0.451634,0.0146718,0.350019,0.165531,0.0579391,0.0392589,16,63
1243,942.545,808.603,896.66,-0.765774,0.452064,-0.457414,0.0125958,0.360365,0.280605,0.10112,0.0546175,120,62
1242,950.69,816.722,893.445,-0.891813,-0.42966,0.14164,0.0105795,0.17587,0.270178,0.0475163,0.040534,244,81
1240,942.545,808.621,893.101,-0.175924,-0.930141,0.322318,0.0101975,0.127728,0.222,0.0283555,0.0251048,190,71
1853,951.08,818.096,893.77,-0.680883,0.200623,-0.704379,0.0109851,0.229721,0.299223,0.0687377,0.0508623,106,45
1239,950.39,816.107,893.226,0.217022,-0.929131,0.299361,0.0115051,0.237226,0.33918,0.0804623,0.0343853,166,72
955,946.013,810.968,893.164,0.487329,-0.86173,0.141182,0.0120718,0.129209,0.144632,0.0186878,0.0126943,150,81
1238,946.64,811.454,894.874,-0.199545,0.389557,-0.899126,0.0155785,0.200229,0.0997285,0.0199686,0.012154,152,25
1237,950.467,816.313,893.373,-0.992283,0.100785,-0.0722225,0.00796957,0.160662,0.0979097,0.0157303,0.0110896,95,85
556,950.896,817.993,894.081,-0.451944,0.285122,-0.845253,0.0111213,0.232352,0.106539,0.0247546,0.016757,122,32
1590,944.115,808.838,894.156,0.607908,-0.694681,-0.384533,0.00613209,0.210038,0.117355,0.024649,0.0209723,318,67
1826,944.017,809.765,897.288,0.964938,-0.254717,0.0633607,0.0250385,0.478238,0.61409,0.293681,0.105613,104,86
1404,946.002,812.697,897.536,-0.655755,0.380234,-0.652233,0.037108,0.553378,0.568759,0.314738,0.091672,120,49
1285,944.192,810.011,895.92,-0.438911,-0.80006,-0.408976,0.0138641,0.198037,0.229707,0.0454906,0.0343271,28,65
1253,947.355,813.129,895.849,-0.162315,0.947249,-0.276357,0.0151353,0.389643,0.298357,0.116253,0.0543735,170,73
1965,943.774,808.919,895.169,-0.493925,0.425916,-0.758046,0.0198371,1.17227,1.32213,1.54989,0.787271,130,40
1,950.615,819.731,895.616,-0.363946,0.921767,0.133746,0.0371509,0.311834,0.184949,0.0576734,0.0107157,338,82
734,946.725,813.299,896.956,-0.975052,0.121949,-0.18548,0.0144101,0.16942,0.137385,0.0232758,0.0185167,97,79
1235,952.857,821.285,894.444,-0.844804,0.470278,0.255234,0.00780086,0.139021,0.134141,0.0186484,0.0156945,299,75
1232,951.989,819.555,894.251,-0.31111,0.947831,-0.0694711,0.0103082,0.12021,0.16195,0.019468,0.0146086,161,86
1711,938.513,806.353,895.632,0.544061,-0.736163,-0.402569,0.0148627,0.543183,0.426662,0.231755,0.152163,323,66
1230,949.451,814.683,894.5,0.211787,-0.0997581,-0.972211,0.0115785,0.17951,0.112285,0.0201562,0.0100829,295,13
2026,940.251,807.111,897.771,-0.709284,0.690355,-0.142571,0.020803,0.670924,0.505589,0.339212,0.268604,134,81
1227,944.525,810.747,897.913,0.492476,-0.835547,0.243574,0.0141668,0.218845,0.17456,0.0382017,0.0267273,149,75
1226,950.936,819.811,895.448,-0.924213,0.156156,0.34849,0.0373623,0.658819,0.63678,0.419523,0.0982987,279,69
1224,945.475,810.192,894.797,-0.276636,-0.957902,0.0767902,0.0132258,0.154144,0.255572,0.0393949,0.0351912,196,85
1223,951.122,817.353,893.076,0.743681,-0.56929,-0.350497,0.00698146,0.102539,0.147161,0.0150897,0.0107513,307,69
783,947.678,812.295,894.425,-0.588565,0.473927,-0.654969,0.0107645,0.142095,0.121201,0.017222,0.0119184,128,49
1222,944.814,811.093,897.922,-0.637174,0.765252,-0.0916417,0.0109432,0.379274,0.179836,0.0682073,0.0521932,140,84
2064,945.718,810.159,893.976,-0.682686,0.729732,0.0378311,0.0326845,2.14921,1.2895,2.77141,0.707094,316,87
326,949.591,816.22,895.243,-0.99336,-0.0262692,-0.112008,0.0135554,0.153786,0.194954,0.0299813,0.0218035,88,83
1221,949.417,814.698,894.425,-0.98444,0.0818669,0.155487,0.00989994,0.161909,0.167991,0.0271992,0.0125976,274,81
1977,941.466,808.159,897.76,-0.577038,0.487738,-0.655087,0.0210003,0.962658,0.908565,0.874637,0.338976,130,49
1070,950.212,816.172,893.765,-0.597784,0.0261155,-0.801232,0.00789093,0.121448,0.204608,0.0248492,0.0221694,92,36
1566,937.512,805.801,896.06,0.155936,-0.895426,0.41701,0.0120367,0.220867,0.266206,0.0587961,0.0527789,170,65
1219,943.531,808.56,893.353,-0.861935,0.332132,-0.383088,0.00949337,0.112738,0.135538,0.0152802,0.0106728,111,67
1035,942.363,808.295,896.55,0.70659,-0.694138,-0.137489,0.0139973,0.308463,0.140683,0.0433954,0.0277958,314,82
1394,947.414,812.901,894.915,0.666985,-0.503897,-0.548834,0.013697,0.352099,0.170258,0.0599479,0.0362755,307,56
1217,945.502,810.199,895,-0.505773,0.726724,-0.46483,0.0112732,0.210509,0.259919,0.0547153,0.0249066,145,62
1216,944.616,810.698,897.179,0.707487,-0.705033,0.0488892,0.0177013,0.180322,0.204223,0.0368259,0.0251526,134,87
1215,951.912,821.98,897.831,-0.970669,0.235988,-0.0459512,0.0290474,0.364156,0.387864,0.141243,0.0987014,103,87
1184,944.128,808.766,893.354,0.309655,-0.949859,-0.0433669,0.0140274,0.140653,0.128481,0.0180712,0.0115,341,87
1374,945.829,810.807,893.061,-0.37,0.846517,-0.382764,0.0137172,0.236932,0.13716,0.0324976,0.0257939,156,67
1214,944.508,810.155,896.251,0.181032,-0.981339,0.064821,0.0163892,0.205353,0.247594,0.0508442,0.023965,169,86
1261,951.665,819.056,894.111,-0.692008,0.305246,-0.654179,0.0140704,0.329755,0.294157,0.0969999,0.049051,113,49
1213,946.489,813.1,897.824,-0.799086,0.59835,-0.058634,0.007139,0.176234,0.326923,0.057615,0.0359033,126,86
480,948.744,816.015,897.557,-0.953842,0.128394,0.271477,0.012916,0.134906,0.113632,0.0153295,0.0105894,277,74
630,948.808,814.12,894.414,0.0962547,-0.980739,0.169958,0.0118605,0.111408,0.149578,0.0166641,0.00974207,174,80
1212,947.13,813.851,897.258,0.37339,-0.924278,-0.0793107,0.0146273,0.235259,0.228748,0.0538151,0.02458,338,85
1295,940.117,806.954,895.154,0.375156,-0.909384,0.179663,0.0144597,0.279194,0.117643,0.0328453,0.0255018,157,79
1208,943.608,809.581,895.669,-0.336926,0.83538,-0.434305,0.0134264,0.301228,0.261882,0.0788861,0.0281508,158,64
408,941.402,808.918,893.349,-0.0217944,-0.991844,0.12558,0.0038363,0.118085,0.0687815,0.00812204,0.00657189,181,82
1207,945.536,811.084,896.669,-0.734519,0.544747,-0.404639,0.011296,0.200841,0.12373,0.0248501,0.020034,126,66
1981,942.416,809.053,894.533,-0.847841,0.515724,0.123268,0.0158357,0.162661,0.110836,0.0180287,0.0158295,301,82
1136,952.87,821.268,894.581,-0.998519,0.0419285,0.0346563,0.00818044,0.141687,0.143337,0.020309,0.0184944,272,88
1203,942.44,808.901,894.233,0.428838,0.73868,-0.520047,0.0148291,0.136716,0.181248,0.0247795,0.0152115,210,58
86,950.65,819.966,895.744,0.260396,-0.846019,0.465237,0.0313647,0.359235,0.502312,0.180448,0.065274,162,62
1200,949.264,814.55,894.979,-0.962437,0.198572,-0.185161,0.0122776,0.180196,0.179608,0.0323647,0.0202806,101,79
1078,952.282,822.359,896.917,-0.704207,0.376381,-0.602022,0.0181544,0.800187,0.331244,0.265057,0.140287,118,52
1199,953.285,823.709,897.799,-0.907431,0.211837,-0.362896,0.0173983,0.664892,0.476729,0.316973,0.191265,103,68
719,952.221,823.473,893.975,0.836257,-0.548209,-0.0118886,0.0183754,0.25269,0.21321,0.0538761,0.0394965,303,89
1322,948.781,813.957,894.233,-0.38531,0.557936,-0.735013,0.0177932,0.287685,0.276118,0.079435,0.048159,145,42
404,946.671,813.278,896.973,-0.990184,-0.0405861,0.133746,0.0175581,0.169508,0.132785,0.0225081,0.0185889,267,82
1198,943.494,808.571,893.73,-0.330193,-0.94382,-0.0132987,0.0163618,0.115361,0.111216,0.01283,0.0108112,19,89
1759,949.187,814.859,895.554,-0.503859,0.770458,-0.390538,0.0138944,0.366111,0.388785,0.142339,0.0567982,146,67
912,945.854,810.687,895.096,-0.975996,0.151784,-0.156185,0.0170477,0.28666,0.185996,0.0533176,0.0210964,98,81
1291,944.277,808.902,894.159,-0.2763,-0.960327,-0.0378126,0.0150151,0.202573,0.104506,0.0211701,0.0200802,16,87
1197,944.025,808.968,895.031,-0.261536,0.230657,-0.937228,0.0113591,0.277244,0.16577,0.0459589,0.0212335,131,20
1767,948.646,816.46,896.851,0.509945,-0.484709,-0.710643,0.00816891,0.289376,0.228232,0.0660448,0.0366567,313,44
1193,950.641,818.937,895.133,-0.967665,0.250105,0.0327374,0.0152876,0.223727,0.264425,0.0591589,0.0317933,284,88
785,949.473,814.919,894.168,0.229207,-0.97275,0.0349432,0.0145148,0.215346,0.145535,0.0313404,0.0101036,166,87
1510,941.304,808.958,894.104,-0.523287,0.467022,-0.712784,0.013386,0.444167,0.343162,0.152421,0.0979678,131,44
1418,940.648,807.262,897.127,0.041908,-0.760175,0.648365,0.0168344,0.646089,0.778373,0.502898,0.210311,176,49
1349,949.135,814.491,893.785,0.868157,0.0129301,-0.496121,0.0172039,0.158908,0.170913,0.0271594,0.0231705,269,60
1192,945.085,809.577,893.602,-0.975446,0.215298,0.0463994,0.0164015,0.149287,0.268233,0.0400437,0.0314927,282,87
1190,941.679,809.051,895.117,-0.277803,-0.899295,-0.337778,0.0186233,0.175305,0.161613,0.0283315,0.0216645,17,70
1889,950.67,816.917,893.579,-0.804671,0.567339,0.175016,0.0154291,0.171848,0.199986,0.0343672,0.0231313,305,79
333,943.489,809.659,897.798,-0.0810962,-0.98104,0.176021,0.0141799,0.157065,0.163494,0.0256791,0.0178655,184,79
1323,946.371,810.923,893.088,0.561556,-0.821694,-0.0973331,0.0116195,0.142896,0.19275,0.0275431,0.0228434,325,84
1182,943.471,809.905,896.066,-0.627845,0.39314,-0.671752,0.0166497,0.332241,0.439889,0.146149,0.0582648,122,47
1247,948.126,813.535,895.193,0.202841,-0.941331,-0.269725,0.0123756,0.214471,0.228638,0.0490361,0.0253573,347,74
1181,947.362,813.91,897.526,0.430247,-0.901604,-0.044699,0.0165451,0.198922,0.155487,0.0309296,0.0192709,334,87
729,946.41,812.207,895.782,-0.144852,-0.981667,0.123887,0.0173313,0.269244,0.219648,0.0591388,0.0406774,188,82
1180,946.783,813.618,897.004,0.636909,-0.762231,0.115547,0.0149708,0.205069,0.11712,0.0240177,0.0198402,140,83
1178,946.704,811.308,894.301,-0.301753,0.643885,-0.703105,0.0154863,0.228219,0.157269,0.0358919,0.0209452,154,45
1757,948.34,815.579,897.207,-0.842633,0.489279,0.224888,0.00599515,0.241436,0.216792,0.0523414,0.043459,300,77
1177,950.149,816.236,894.099,-0.604793,0.370682,-0.704855,0.00862571,0.169749,0.151006,0.025633,0.0180317,121,45
1175,946.555,811.808,895.223,-0.310906,0.696171,-0.647057,0.0107537,0.180059,0.140215,0.025247,0.0195453,155,49
1900,952.358,820.229,895.235,0.237331,-0.920123,0.311524,0.0278908,0.91706,0.742844,0.681233,0.262665,165,71
1026,948.392,814.21,896.064,-0.161357,-0.890382,0.425656,0.0164146,0.21355,0.379117,0.0809606,0.0612122,190,64
1043,952.802,820.425,895.07,-0.98096,-0.102484,-0.16497,0.00894133,0.130583,0.147345,0.0192408,0.0184614,84,80
1172,938.52,806.529,897.869,-0.303019,0.723925,-0.619768,0.0156482,0.502944,0.369675,0.185926,0.0975472,157,51
115,944.454,810.502,897.437,-0.010954,-0.0151486,0.999825,0.00861826,0.0887958,0.109703,0.00974116,0.00613493,215,1
1171,950.447,817.155,894.167,-0.971205,0.0288824,-0.236489,0.0110567,0.0843453,0.157603,0.0132931,0.0125304,91,76
1111,944.755,810.154,895.448,-0.757163,0.630393,-0.171195,0.00832424,0.148522,0.138587,0.0205832,0.0169371,129,80
1169,949.733,817.504,897.652,-0.625063,0.356256,-0.694535,0.0277678,1.17151,0.539692,0.632256,0.24861,119,46
1166,952.858,821.262,894.316,-0.90604,-0.098083,-0.411669,0.0164916,0.152214,0.187737,0.0285761,0.0231925,83,65
1473,948.676,814.02,894.443,-0.482708,0.85213,-0.202156,0.0106605,0.323294,0.248412,0.0803101,0.0546551,150,78
